N,C,H,W,pad,fK,fH,fW,fRank,ns
1,3,32,32,1,1,3,3,1,6560
1,3,64,64,1,1,3,3,1,7360
1,3,128,128,1,1,3,3,1,8192
1,3,256,256,1,1,3,3,1,15712
1,3,512,512,1,1,3,3,1,52352
1,3,1024,1024,1,1,3,3,1,195648
1,3,2048,2048,1,1,3,3,1,771360
1,3,4096,4096,1,1,3,3,1,3.08925e+06
1,3,32,32,1,1,3,3,2,6688
1,3,64,64,1,1,3,3,2,7360
1,3,128,128,1,1,3,3,2,8480
1,3,256,256,1,1,3,3,2,15904
1,3,512,512,1,1,3,3,2,53664
1,3,1024,1024,1,1,3,3,2,199424
1,3,2048,2048,1,1,3,3,2,796768
1,3,4096,4096,1,1,3,3,2,3.15875e+06
1,3,32,32,1,1,3,3,4,6880
1,3,64,64,1,1,3,3,4,7680
1,3,128,128,1,1,3,3,4,8832
1,3,256,256,1,1,3,3,4,17056
1,3,512,512,1,1,3,3,4,57696
1,3,1024,1024,1,1,3,3,4,218496
1,3,2048,2048,1,1,3,3,4,893120
1,3,4096,4096,1,1,3,3,4,3.61114e+06
1,3,32,32,1,1,3,3,8,7968
1,3,64,64,1,1,3,3,8,8480
1,3,128,128,1,1,3,3,8,10208
1,3,256,256,1,1,3,3,8,21856
1,3,512,512,1,1,3,3,8,72608
1,3,1024,1024,1,1,3,3,8,276416
1,3,2048,2048,1,1,3,3,8,1.10618e+06
1,3,4096,4096,1,1,3,3,8,4.42621e+06
1,3,32,32,1,1,3,3,16,13664
1,3,64,64,1,1,3,3,16,13920
1,3,128,128,1,1,3,3,16,17408
1,3,256,256,1,1,3,3,16,50880
1,3,512,512,1,1,3,3,16,183168
1,3,1024,1024,1,1,3,3,16,715648
1,3,2048,2048,1,1,3,3,16,2.84118e+06
1,3,4096,4096,1,1,3,3,16,1.1309e+07
