N,C,H,W,pad,fK,fH,fW,fRank,ns
1,3,512,512,1,1,3,3,1,52608
1,3,512,512,1,2,3,3,1,53600
1,3,512,512,1,4,3,3,1,54880
1,3,512,512,1,8,3,3,1,58816
1,3,512,512,1,16,3,3,1,73056
1,3,512,512,1,32,3,3,1,124192
1,3,512,512,1,64,3,3,1,239200
1,3,512,512,1,128,3,3,1,528192
1,3,512,512,1,1,3,3,2,53728
1,3,512,512,1,2,3,3,2,54816
1,3,512,512,1,4,3,3,2,56192
1,3,512,512,1,8,3,3,2,61056
1,3,512,512,1,16,3,3,2,73568
1,3,512,512,1,32,3,3,2,126976
1,3,512,512,1,64,3,3,2,234944
1,3,512,512,1,128,3,3,2,523296
1,3,512,512,1,1,3,3,4,57664
1,3,512,512,1,2,3,3,4,59456
1,3,512,512,1,4,3,3,4,61440
1,3,512,512,1,8,3,3,4,67168
1,3,512,512,1,16,3,3,4,78048
1,3,512,512,1,32,3,3,4,126016
1,3,512,512,1,64,3,3,4,232256
1,3,512,512,1,128,3,3,4,495584
1,3,512,512,1,1,3,3,8,72000
1,3,512,512,1,2,3,3,8,74464
1,3,512,512,1,4,3,3,8,78016
1,3,512,512,1,8,3,3,8,85920
1,3,512,512,1,16,3,3,8,100896
1,3,512,512,1,32,3,3,8,131392
1,3,512,512,1,64,3,3,8,222912
1,3,512,512,1,128,3,3,8,517568
1,3,512,512,1,1,3,3,16,183872
1,3,512,512,1,2,3,3,16,187328
1,3,512,512,1,4,3,3,16,196096
1,3,512,512,1,8,3,3,16,212224
1,3,512,512,1,16,3,3,16,248032
1,3,512,512,1,32,3,3,16,333792
1,3,512,512,1,64,3,3,16,520480
1,3,512,512,1,128,3,3,16,885888
