N,C,H,W,pad,fK,fH,fW,fRank,ns
1,1,512,512,1,1,3,3,1,22560
1,2,512,512,1,1,3,3,1,36672
1,3,512,512,1,1,3,3,1,52384
1,4,512,512,1,1,3,3,1,67744
1,8,512,512,1,1,3,3,1,129408
1,16,512,512,1,1,3,3,1,251872
1,32,512,512,1,1,3,3,1,495136
1,64,512,512,1,1,3,3,1,991168
1,128,512,512,1,1,3,3,1,1.9808e+06
1,1,512,512,1,1,3,3,2,23104
1,2,512,512,1,1,3,3,2,37600
1,3,512,512,1,1,3,3,2,54048
1,4,512,512,1,1,3,3,2,69184
1,8,512,512,1,1,3,3,2,131392
1,16,512,512,1,1,3,3,2,254496
1,32,512,512,1,1,3,3,2,501024
1,64,512,512,1,1,3,3,2,999264
1,128,512,512,1,1,3,3,2,1.99357e+06
1,1,512,512,1,1,3,3,4,25408
1,2,512,512,1,1,3,3,4,40640
1,3,512,512,1,1,3,3,4,57472
1,4,512,512,1,1,3,3,4,74464
1,8,512,512,1,1,3,3,4,139584
1,16,512,512,1,1,3,3,4,269632
1,32,512,512,1,1,3,3,4,529504
1,64,512,512,1,1,3,3,4,1.05379e+06
1,128,512,512,1,1,3,3,4,2.10646e+06
1,1,512,512,1,1,3,3,8,30976
1,2,512,512,1,1,3,3,8,52032
1,3,512,512,1,1,3,3,8,72416
1,4,512,512,1,1,3,3,8,90944
1,8,512,512,1,1,3,3,8,171680
1,16,512,512,1,1,3,3,8,330880
1,32,512,512,1,1,3,3,8,650208
1,64,512,512,1,1,3,3,8,1.28275e+06
1,128,512,512,1,1,3,3,8,2.56595e+06
1,1,512,512,1,1,3,3,16,67488
1,2,512,512,1,1,3,3,16,124608
1,3,512,512,1,1,3,3,16,184192
1,4,512,512,1,1,3,3,16,241824
1,8,512,512,1,1,3,3,16,474432
1,16,512,512,1,1,3,3,16,927776
1,32,512,512,1,1,3,3,16,1.8431e+06
1,64,512,512,1,1,3,3,16,3.68026e+06
1,128,512,512,1,1,3,3,16,7.39293e+06
